region,mes,precipitaciones
15,2019-01-15,171.2
15,2019-02-15,72
15,2019-03-15,96.1
15,2019-04-15,173.7
15,2019-05-15,52.9
15,2019-06-15,78.2
15,2019-07-15,19.6
15,2019-08-15,56.6
15,2019-09-15,73.2
15,2019-10-15,249.4
15,2019-11-15,393.3
15,2019-12-15,268.8
2,2019-01-15,18.8
2,2019-02-15,5
2,2019-03-15,19.4
2,2019-04-15,159.8
2,2019-05-15,8.6
2,2019-06-15,3.8
2,2019-07-15,8.5
2,2019-08-15,24.2
2,2019-09-15,101.5
2,2019-10-15,25
2,2019-11-15,56.8
2,2019-12-15,44.6
3,2019-01-15,2.1
3,2019-02-15,0.8
3,2019-03-15,34.1
3,2019-04-15,180.4
3,2019-05-15,6.2
3,2019-06-15,1.1
3,2019-07-15,0.8
3,2019-08-15,44.6
3,2019-09-15,171
3,2019-10-15,47.9
3,2019-11-15,17.8
3,2019-12-15,79.8
4,2019-01-15,2.9
4,2019-02-15,4.3
4,2019-03-15,14.2
4,2019-04-15,55.8
4,2019-05-15,1.9
4,2019-06-15,2
4,2019-07-15,0.3
4,2019-08-15,1.9
4,2019-09-15,100.4
4,2019-10-15,24.1
4,2019-11-15,24.5
4,2019-12-15,48
1,2019-01-15,193.5
1,2019-02-15,49.2
1,2019-03-15,27.6
1,2019-04-15,79.5
1,2019-05-15,61.6
1,2019-06-15,26.5
1,2019-07-15,60.1
1,2019-08-15,23.6
1,2019-09-15,62.2
1,2019-10-15,63
1,2019-11-15,259.7
1,2019-12-15,83.7
33,2019-01-15,286.6
33,2019-02-15,66.2
33,2019-03-15,46.1
33,2019-04-15,101.5
33,2019-05-15,63.2
33,2019-06-15,72.1
33,2019-07-15,41.2
33,2019-08-15,34
33,2019-09-15,61.7
33,2019-10-15,163.2
33,2019-11-15,441.5
33,2019-12-15,222.5
5,2019-01-15,29.9
5,2019-02-15,3.5
5,2019-03-15,29.1
5,2019-04-15,76.2
5,2019-05-15,6.3
5,2019-06-15,3.4
5,2019-07-15,13.1
5,2019-08-15,31.3
5,2019-09-15,46.1
5,2019-10-15,57.6
5,2019-11-15,93.7
5,2019-12-15,151.6
6,2019-01-15,30.7
6,2019-02-15,7.2
6,2019-03-15,24.9
6,2019-04-15,68.8
6,2019-05-15,6.9
6,2019-06-15,0.2
6,2019-07-15,0.8
6,2019-08-15,5.2
6,2019-09-15,8.4
6,2019-10-15,23.8
6,2019-11-15,79.7
6,2019-12-15,89.7
7,2019-01-15,42.2
7,2019-02-15,4.9
7,2019-03-15,12.3
7,2019-04-15,29.8
7,2019-05-15,24.9
7,2019-06-15,0.4
7,2019-07-15,4.2
7,2019-08-15,18.7
7,2019-09-15,64.5
7,2019-10-15,89.9
7,2019-11-15,99.2
7,2019-12-15,70.1
8,2019-01-15,14.3
8,2019-02-15,3.2
8,2019-03-15,3.8
8,2019-04-15,54.6
8,2019-05-15,68.5
8,2019-06-15,21.1
8,2019-07-15,58.2
8,2019-08-15,35.2
8,2019-09-15,58.5
8,2019-10-15,96.9
8,2019-11-15,39.1
8,2019-12-15,92.4
46,2019-01-15,270.7
46,2019-02-15,49
46,2019-03-15,56
46,2019-04-15,93.8
46,2019-05-15,92.2
46,2019-06-15,39.1
46,2019-07-15,72.9
46,2019-08-15,34.6
46,2019-09-15,83.6
46,2019-10-15,128.4
46,2019-11-15,420.4
46,2019-12-15,129.6
9,2019-01-15,100.9
9,2019-02-15,28.4
9,2019-03-15,21.4
9,2019-04-15,87.4
9,2019-05-15,30.4
9,2019-06-15,27.6
9,2019-07-15,44.4
9,2019-08-15,15.9
9,2019-09-15,55.5
9,2019-10-15,74.3
9,2019-11-15,167.2
9,2019-12-15,85.3
10,2019-01-15,31.8
10,2019-02-15,7.6
10,2019-03-15,28.7
10,2019-04-15,86.5
10,2019-05-15,7
10,2019-06-15,1.5
10,2019-07-15,4.1
10,2019-08-15,12.2
10,2019-09-15,25.9
10,2019-10-15,42.3
10,2019-11-15,108.7
10,2019-12-15,150.3
11,2019-01-15,51
11,2019-02-15,6.2
11,2019-03-15,18.8
11,2019-04-15,80
11,2019-05-15,0
11,2019-06-15,0.7
11,2019-07-15,0.2
11,2019-08-15,0
11,2019-09-15,11.8
11,2019-10-15,20.2
11,2019-11-15,106.3
11,2019-12-15,85.6
37,2019-01-15,331.3
37,2019-02-15,64.6
37,2019-03-15,57.4
37,2019-04-15,97
37,2019-05-15,64.9
37,2019-06-15,57.9
37,2019-07-15,71.3
37,2019-08-15,49.6
37,2019-09-15,90.8
37,2019-10-15,182.3
37,2019-11-15,384.6
37,2019-12-15,151.2
12,2019-01-15,6.8
12,2019-02-15,0.5
12,2019-03-15,20.2
12,2019-04-15,72.5
12,2019-05-15,25.8
12,2019-06-15,2.2
12,2019-07-15,23.6
12,2019-08-15,45.3
12,2019-09-15,69.5
12,2019-10-15,39.2
12,2019-11-15,10.8
12,2019-12-15,100.4
13,2019-01-15,26.9
13,2019-02-15,7.3
13,2019-03-15,15.2
13,2019-04-15,101.3
13,2019-05-15,9
13,2019-06-15,0
13,2019-07-15,2.9
13,2019-08-15,7.6
13,2019-09-15,53.7
13,2019-10-15,25.1
13,2019-11-15,76.5
13,2019-12-15,76.6
14,2019-01-15,41.6
14,2019-02-15,5.2
14,2019-03-15,21.8
14,2019-04-15,76.6
14,2019-05-15,0.6
14,2019-06-15,0
14,2019-07-15,0.4
14,2019-08-15,4.9
14,2019-09-15,26.3
14,2019-10-15,22.4
14,2019-11-15,100.5
14,2019-12-15,137.1
16,2019-01-15,25.6
16,2019-02-15,4.1
16,2019-03-15,18.9
16,2019-04-15,113.1
16,2019-05-15,11
16,2019-06-15,1.5
16,2019-07-15,8.9
16,2019-08-15,27.7
16,2019-09-15,57.8
16,2019-10-15,35.7
16,2019-11-15,78.3
16,2019-12-15,72.1
20,2019-01-15,299
20,2019-02-15,62
20,2019-03-15,65.9
20,2019-04-15,107.5
20,2019-05-15,145.3
20,2019-06-15,55.1
20,2019-07-15,98.3
20,2019-08-15,61.2
20,2019-09-15,65.6
20,2019-10-15,122.5
20,2019-11-15,412.4
20,2019-12-15,148.3
17,2019-01-15,15.7
17,2019-02-15,4.3
17,2019-03-15,5.5
17,2019-04-15,81.8
17,2019-05-15,67.7
17,2019-06-15,26.8
17,2019-07-15,54.4
17,2019-08-15,15.5
17,2019-09-15,72.3
17,2019-10-15,147.5
17,2019-11-15,49
17,2019-12-15,93.9
18,2019-01-15,30.5
18,2019-02-15,16.2
18,2019-03-15,17.2
18,2019-04-15,90.1
18,2019-05-15,2.7
18,2019-06-15,2.4
18,2019-07-15,1
18,2019-08-15,8.2
18,2019-09-15,76.1
18,2019-10-15,18.7
18,2019-11-15,73.6
18,2019-12-15,63.2
19,2019-01-15,27.4
19,2019-02-15,7
19,2019-03-15,16.3
19,2019-04-15,121.4
19,2019-05-15,10.7
19,2019-06-15,7.3
19,2019-07-15,16
19,2019-08-15,25.4
19,2019-09-15,50.1
19,2019-10-15,41.9
19,2019-11-15,82.9
19,2019-12-15,75.3
21,2019-01-15,42.1
21,2019-02-15,8.9
21,2019-03-15,17.9
21,2019-04-15,74.6
21,2019-05-15,0.7
21,2019-06-15,0
21,2019-07-15,0.1
21,2019-08-15,0.3
21,2019-09-15,14.5
21,2019-10-15,26.5
21,2019-11-15,60.8
21,2019-12-15,139.4
22,2019-01-15,54.2
22,2019-02-15,9.4
22,2019-03-15,9.7
22,2019-04-15,92.6
22,2019-05-15,62.5
22,2019-06-15,28.1
22,2019-07-15,44
22,2019-08-15,61.3
22,2019-09-15,22.1
22,2019-10-15,107.9
22,2019-11-15,116.8
22,2019-12-15,102.2
23,2019-01-15,51.1
23,2019-02-15,12.7
23,2019-03-15,17.3
23,2019-04-15,113.1
23,2019-05-15,3
23,2019-06-15,0.2
23,2019-07-15,0.4
23,2019-08-15,8.8
23,2019-09-15,78.7
23,2019-10-15,19.6
23,2019-11-15,130.5
23,2019-12-15,113.9
26,2019-01-15,62.8
26,2019-02-15,26.2
26,2019-03-15,13.7
26,2019-04-15,83.8
26,2019-05-15,42.7
26,2019-06-15,33.7
26,2019-07-15,52.3
26,2019-08-15,19.2
26,2019-09-15,46.1
26,2019-10-15,42.4
26,2019-11-15,115.3
26,2019-12-15,56.1
24,2019-01-15,96
24,2019-02-15,40.4
24,2019-03-15,31.6
24,2019-04-15,87.7
24,2019-05-15,21.9
24,2019-06-15,54.7
24,2019-07-15,41.7
24,2019-08-15,17.7
24,2019-09-15,40.3
24,2019-10-15,97.7
24,2019-11-15,223.9
24,2019-12-15,207.9
25,2019-01-15,38.6
25,2019-02-15,10.4
25,2019-03-15,5
25,2019-04-15,67.4
25,2019-05-15,64.2
25,2019-06-15,24.1
25,2019-07-15,54.3
25,2019-08-15,56.6
25,2019-09-15,27.4
25,2019-10-15,136.5
25,2019-11-15,68.7
25,2019-12-15,80.7
27,2019-01-15,160.3
27,2019-02-15,53.2
27,2019-03-15,76.8
27,2019-04-15,148.6
27,2019-05-15,41.6
27,2019-06-15,58.1
27,2019-07-15,38.5
27,2019-08-15,27.1
27,2019-09-15,38.4
27,2019-10-15,151.9
27,2019-11-15,386.3
27,2019-12-15,250.4
28,2019-01-15,27.1
28,2019-02-15,3.6
28,2019-03-15,12.1
28,2019-04-15,90.4
28,2019-05-15,3.1
28,2019-06-15,2.5
28,2019-07-15,5.4
28,2019-08-15,29.9
28,2019-09-15,57.4
28,2019-10-15,42.5
28,2019-11-15,71.6
28,2019-12-15,93.8
29,2019-01-15,36.6
29,2019-02-15,9.7
29,2019-03-15,24.9
29,2019-04-15,68.4
29,2019-05-15,0.1
29,2019-06-15,0.2
29,2019-07-15,0
29,2019-08-15,1.6
29,2019-09-15,70.5
29,2019-10-15,13.4
29,2019-11-15,85
29,2019-12-15,73.9
30,2019-01-15,0.7
30,2019-02-15,1.3
30,2019-03-15,18.4
30,2019-04-15,117.9
30,2019-05-15,5.6
30,2019-06-15,2
30,2019-07-15,1.4
30,2019-08-15,17.6
30,2019-09-15,158
30,2019-10-15,31.3
30,2019-11-15,18.1
30,2019-12-15,49.1
31,2019-01-15,174.3
31,2019-02-15,45.5
31,2019-03-15,30.3
31,2019-04-15,78.7
31,2019-05-15,112.6
31,2019-06-15,40.9
31,2019-07-15,66.4
31,2019-08-15,31
31,2019-09-15,39.4
31,2019-10-15,67.1
31,2019-11-15,266
31,2019-12-15,117.1
32,2019-01-15,113.6
32,2019-02-15,38.7
32,2019-03-15,69.6
32,2019-04-15,177.8
32,2019-05-15,22.1
32,2019-06-15,51.6
32,2019-07-15,31.2
32,2019-08-15,30.7
32,2019-09-15,32.9
32,2019-10-15,150.6
32,2019-11-15,303.7
32,2019-12-15,265.5
34,2019-01-15,45.3
34,2019-02-15,18.3
34,2019-03-15,22.5
34,2019-04-15,64.2
34,2019-05-15,17.3
34,2019-06-15,32.2
34,2019-07-15,34
34,2019-08-15,17.6
34,2019-09-15,36.3
34,2019-10-15,84.9
34,2019-11-15,120.7
34,2019-12-15,102.1
35,2019-01-15,169
35,2019-02-15,60.7
35,2019-03-15,120.5
35,2019-04-15,227.2
35,2019-05-15,44.2
35,2019-06-15,54.1
35,2019-07-15,22.3
35,2019-08-15,51
35,2019-09-15,63.4
35,2019-10-15,199.1
35,2019-11-15,438.7
35,2019-12-15,345.8
36,2019-01-15,29.7
36,2019-02-15,10
36,2019-03-15,27.2
36,2019-04-15,85.3
36,2019-05-15,6.1
36,2019-06-15,19
36,2019-07-15,19.5
36,2019-08-15,30.2
36,2019-09-15,28.2
36,2019-10-15,62.9
36,2019-11-15,107.8
36,2019-12-15,141
38,2019-01-15,48.5
38,2019-02-15,4.2
38,2019-03-15,11
38,2019-04-15,69.5
38,2019-05-15,10.5
38,2019-06-15,8.8
38,2019-07-15,18.6
38,2019-08-15,20.2
38,2019-09-15,32.9
38,2019-10-15,55.9
38,2019-11-15,114.4
38,2019-12-15,77
39,2019-01-15,40.7
39,2019-02-15,2.4
39,2019-03-15,22.6
39,2019-04-15,73
39,2019-05-15,0
39,2019-06-15,0
39,2019-07-15,0
39,2019-08-15,2.3
39,2019-09-15,15.8
39,2019-10-15,21.3
39,2019-11-15,66.9
39,2019-12-15,108.7
40,2019-01-15,47.4
40,2019-02-15,9.3
40,2019-03-15,11.7
40,2019-04-15,103.7
40,2019-05-15,26.8
40,2019-06-15,20.3
40,2019-07-15,47.5
40,2019-08-15,26.7
40,2019-09-15,45.3
40,2019-10-15,45.9
40,2019-11-15,106.9
40,2019-12-15,73.8
41,2019-01-15,8.8
41,2019-02-15,2.1
41,2019-03-15,2.8
41,2019-04-15,31.1
41,2019-05-15,39
41,2019-06-15,5.4
41,2019-07-15,18.1
41,2019-08-15,31.9
41,2019-09-15,42.9
41,2019-10-15,117.5
41,2019-11-15,25.2
41,2019-12-15,66.7
42,2019-01-15,17.6
42,2019-02-15,5.2
42,2019-03-15,22.1
42,2019-04-15,82.7
42,2019-05-15,23
42,2019-06-15,5.6
42,2019-07-15,38.8
42,2019-08-15,29.5
42,2019-09-15,50.5
42,2019-10-15,41.3
42,2019-11-15,40
42,2019-12-15,48.9
43,2019-01-15,16.1
43,2019-02-15,3.1
43,2019-03-15,12.1
43,2019-04-15,85
43,2019-05-15,2.9
43,2019-06-15,0.1
43,2019-07-15,6.5
43,2019-08-15,8.9
43,2019-09-15,41.1
43,2019-10-15,31.4
43,2019-11-15,54.9
43,2019-12-15,85.9
44,2019-01-15,1.6
44,2019-02-15,1
44,2019-03-15,35.7
44,2019-04-15,145.8
44,2019-05-15,19.1
44,2019-06-15,0.8
44,2019-07-15,10.7
44,2019-08-15,25.8
44,2019-09-15,122.8
44,2019-10-15,31.6
44,2019-11-15,16.5
44,2019-12-15,90.2
45,2019-01-15,26
45,2019-02-15,4.8
45,2019-03-15,14.1
45,2019-04-15,46.3
45,2019-05-15,4.7
45,2019-06-15,16.2
45,2019-07-15,24.4
45,2019-08-15,16.9
45,2019-09-15,28.5
45,2019-10-15,58.8
45,2019-11-15,66
45,2019-12-15,70.6
47,2019-01-15,31.9
47,2019-02-15,15.8
47,2019-03-15,26.9
47,2019-04-15,71.6
47,2019-05-15,8.4
47,2019-06-15,37.6
47,2019-07-15,30.7
47,2019-08-15,20.2
47,2019-09-15,18.5
47,2019-10-15,73.8
47,2019-11-15,91.9
47,2019-12-15,132.3
48,2019-01-15,25.5
48,2019-02-15,7.8
48,2019-03-15,11.9
48,2019-04-15,56.1
48,2019-05-15,47.8
48,2019-06-15,15.1
48,2019-07-15,32.9
48,2019-08-15,32.8
48,2019-09-15,18.2
48,2019-10-15,34.8
48,2019-11-15,60.4
48,2019-12-15,36.8
